name,year,index,citation
Joseph Hodges,1716,30,3328
Marques de Monte Leone,1716,NULL,NULL
Henry Nicholson,1716,5,114
"Giovanni Giuseppe, Marquis Orsi",1716,4,64
Robert Paul,1716,54,10008
Antonio Maria Salvini,1716,8,559
William Simon,1716,17,1614
"Otto Christoph Volckra, Count of Heidenreichstein",1716,NULL,NULL
John Churchill Wickstead,1716,8,178
Henry Barham,1717,5,76
Roger Gale,1717, ,0
Orlando Gee,1717,NULL,NULL
John Hadley,1717,15,894
Johann August Hugo,1717,NULL,NULL
Walter Jeffreys,1717,NULL,NULL
James Jurin,1717,NULL,NULL
Edmond Littlehales,1717,NULL,NULL
Ludovico Antonio Muratori,1717,NULL,NULL
Samuel Scheurer,1717,NULL,NULL
Francesco Torti,1717,NULL,NULL
Elihu Yale,1717,NULL,NULL
John Bamber,1718,2,8
Thomas Bates,1718,14,804
William Beckett,1718,17,1257
James Bradley,1718,29,2950
Thomas Bury,1718,2,13
"Charles Cadogan, 2nd Baron Cadogan",1718,NULL,NULL
James Campbell,1718,87,36251
John Conduitt,1718,NULL,NULL
Caleb Cotesworth,1718,NULL,NULL
Samuel Cruwys,1718,NULL,NULL
Robert Gay,1718,16,866
Stephen Hales,1718,6,327
John Hollier,1718,3,39
Antoine de Jussieu,1718,NULL,NULL
Thomas Fantet de Lagny,1718,NULL,NULL
"Sir Wilfrid Lawson, 3rd Baronet, of Isell",1718,8,682
John Heinrich Linck,1718,8,297
Pietro Antonio Michelotti,1718,NULL,NULL
James Mickleton,1718,NULL,NULL
"John Montagu, 2nd Duke of Montagu",1718,NULL,NULL
Ludovicus a Ripa,1718,11,393
Nicholas Saunderson,1718,NULL,NULL
William Stephens,1718,8,359
William Stukeley,1718,NULL,NULL
William Wagstaffe,1718,NULL,NULL
Robert Welsted,1718,NULL,NULL
John Whiteside,1718,2,94
Charles Bale,1719,NULL,NULL
John Bellers,1719,NULL,NULL
John Busby,1719,5,55
James Cavendish,1719,13,1266
John Georges,1719,11,294
William Man Godschall,1719,30,3245
William Gould,1719,14,756
James Hill,1719,80,26414
Johann Georg Keyssler,1719, ,0
Colin MacLaurin,1719,NULL,NULL
John Meres,1719,NULL,NULL
Isaac Rand,1719,NULL,NULL
Albert Henri de Salengre,1719,NULL,NULL
Robert Smith,1719,85,31612
George Stanley,1719,18,1211
John Strachey,1719,1,1
Moses Williams,1719,NULL,NULL
Henry Beighton,1720,NULL,NULL
Alexander Cuming,1720,NULL,NULL
Thomas Dereham,1720,NULL,NULL
Pierre des Maizeaux,1720,NULL,NULL
John Douglas,1720,51,12389
Henry Heathcote,1720, ,0
Friedrich Hoffmann,1720,16,987
Abel Ketelbey,1720,NULL,NULL
Richard Manningham,1720,NULL,NULL
William Mathew,1720,4,176
"William North, 6th Baron North and 2nd Lord Grey",1720,25,1944
Jeffrey Palmer,1720,79,18111
David Papillon,1720,NULL,NULL
Zachary Pearce,1720,1,5
Henry Pemberton,1720, ,0
Giambattista Recanati,1720,NULL,NULL
William Rutty,1720,NULL,NULL
Samuel Sanders,1720,5,82
William Sherard,1720,NULL,NULL
Oliver St John,1720,2,9
Charles Stuart,1720,33,
John Warburton,1720,5,69
William Barrowby,1721,NULL,NULL
John Beale,1721,22,1330
John Browne,1721,28,2918
Paul Dudley,1721,3,12
William East,1721,10,288
George Graham,1721,18,1426
Richard Hale,1721,9,257
Thomas Hewett,1721,9,319
George Savile,1721,NULL,NULL
Conrad Joachim Sprengwell,1721,NULL,NULL
William Western,1721,NULL,NULL
John Thomas Woolhouse,1721,81,
Thomas Bacon,1722,7,359
"Charles Beauclerk, 1st Duke of St Albans",1722,2,28
Philip Julius Borneman,1722,NULL,NULL
"Richard Boyle, 3rd Earl of Burlington and 4th Earl of Cork",1722,18,1456
Ambrose Dickens,1722,NULL,NULL
"Charles Douglas, 3rd Duke of Queensberry",1722,30,2451
Samuel Harris,1722,20,1370
Robert Hucks,1722,NULL,NULL
Richard Lucas,1722,29,2835
Thomas Miles,1722,11,455
"Richard Molesworth, 3rd Viscount Molesworth",1722,NULL,NULL
Giambattista Morgagni,1722,NULL,NULL
Samuel Morland,1722,NULL,NULL
William Musgrave,1722,2,39
"George Parker, 2nd Earl of Macclesfield",1722,23,2181
"William Paston, 2nd Earl of Yarmouth",1722,NULL,NULL
William Sloane,1722,1,5
Charles Taylor,1722,47,6722
Abraham Vater,1722,NULL,NULL
"Talbot Yelverton, Earl of Sussex",1722,NULL,NULL
Nicolo Alberbo d'Aragona,1723,NULL,NULL
John Armstrong,1723,29,2644
Gilbert Burnett,1723,NULL,NULL
Simon Degge,1723,NULL,NULL
Antoine Deidier,1723,NULL,NULL
Anthony Le Duc,1723,4,61
"Sir John Evelyn, 1st Baronet of Wotton",1723, ,0
West Fenton,1723,NULL,NULL
Domenico Ferrari,1723,15,1398
Philips Glover,1723,NULL,NULL
Hewer Edgley Hewer,1723,NULL,NULL
Benjamin Holloway,1723,6,139
Henry Jones,1723,22,1575
"Robert Marsham, 1st Baron Romney",1723,NULL,NULL
Alexander Monro,1723,1,1
Ralph Ord,1723,NULL,NULL
Isaac de Sequeira Samuda,1723,1,2
James Thornhill,1723,29,2614
Giulio Carlo de' Toschi di Fagnano,1723,NULL,NULL
John Ward,1723,37,5436
John White,1723,68,19916
Francis Wollaston,1723,NULL,NULL
John Byrom,1724,4,109
Stephen Chase,1724,8,252
Nicolaus Cruquius,1724,NULL,NULL
Joseph Danvers,1724,NULL,NULL
Joannes Jacobus Dillenius,1724,NULL,NULL
John Diodate,1724,NULL,NULL
John Dobyns,1724,1,38
John Eames,1724,1,2
Anthony Ellys,1724,NULL,NULL
Bishop of St Davids,1724,NULL,NULL
Daniel Gabriel Fahrenheit,1724,1,2
Joannes Adolphus Jacobaeus,1724,NULL,NULL
John Kendall,1724,35,3937
Ralph Leicester,1724,NULL,NULL
"Charles Lennox, 2nd Duke of Richmond, Lennox and Aubigny",1724,NULL,NULL
Smart Lethieullier,1724,NULL,NULL
Joseph-Nicolas de Lisle,1724,NULL,NULL
John Meres,1724,NULL,NULL
Society of Apothecaries,1724,NULL,NULL
Robert Ord,1724,29,2914
Chief Baron of the Scottish Exchequer,1724,NULL,NULL
Littleton Powys,1724,NULL,NULL
Justice of the King's Bench,1724,NULL,NULL
John Ranby,1724,NULL,NULL
John Gaspar Scheuchzer,1724,14,631
"Francis Scott, 2nd Duke of Buccleuch",1724,12,661
Edward Vernon,1724,NULL,NULL
Silvanus Bevan,1725,NULL,NULL
Maurice Antonio de Capeller,1725,16,936
Andreas Henry de Cronhelm,1725,12,696
Charles de la Faye,1725,NULL,NULL
Clerk of the Signet,1725,NULL,NULL
Antonio Galvao,1725,10,188
Nathan Hickman,1725,NULL,NULL
Thomas Hill,1725,24,1548
Robert Houston,1725,7,114
Thomas Hunt,1725,75,
Robert Nesbitt,1725,34,5171
Casper Neumann,1725,NULL,NULL
Richard Poley,1725,2,17
Thomas Roby,1725,4,110
Edmund Stone,1725,3,
George Lewis Teissier,1725,36,
James Theobald,1725,5,1014
Taylor White,1725,3,24
Richard Beard,1726,40,6266
Bernard Forest de Belidor,1726,12,448
William Billers,1726,NULL,NULL
Lord Mayor of London,1726,NULL,NULL
Zabdiel Boylston,1726,NULL,NULL
Brook Bridges,1726,NULL,NULL
Kingsmill Eyre,1726,NULL,NULL
Henry Walther Gerdes,1726, ,
Jeffrey Gilbert,1726,19,1639
Chief Baron of the Exchequer,1726,NULL,NULL
Richard Graham,1726,20,6109
James Hargraves,1726,NULL,NULL
Dean of Chichester,1726,NULL,NULL
Richard Hassell,1726,11,
Richard Holland,1726,19,1622
John Jeffreys,1726,7,216
Robert Johnston Ketelbey,1726,45,6111
Thomas Palmer,1726,22,1580
Edward Pawlet,1726,NULL,NULL
Thomas Robinson,1726,53,11010
Edward Rudge,1726,NULL,NULL
Meyer Low Schomberg,1726,NULL,NULL
Charles Stanhope (1673–1760),1726,2,24
Temple Stanyan,1726,NULL,NULL
James Stirling,1726,20,
Thomas White,1726,26,2225
Joseph Ayloffe,1731,NULL,NULL
Benjamin Bathurst,1731, ,0
Charles Calvert,1731,3,34
Benedict Leonard Calvert,1731, ,0
Philip Joseph Kinski,1731,23,1591
Robert James Petre,1731,20,1139
Mårten Triewald,1731,NULL,NULL
"Francis I, Holy Roman Emperor",1731,NULL,NULL
Vincent Bacon,1732,NULL,NULL
Robert Barker,1732,28,2475
"Sir Edward Barry, 1st Baronet",1732,14,697
Jean Baptiste Bassand,1732,2,247
John Belchier,1732,NULL,NULL
"William Clavering-Cowper, 2nd Earl Cowper",1732,NULL,NULL
Thomas Lee Dummer,1732,70,15960
"Sir James Edwards, 2nd Baronet",1732,48,7876
Rose Fuller,1732,NULL,NULL
Jean Patrice Piers de Girardin,1732,4,100
John Gray,1732,42,5368
Fayrer Hall,1732,NULL,NULL
"John Lindsay, 20th Earl of Crawford",1732,24,1647
Conde de Montijo,1732,NULL,NULL
Louis Jouard de La Nauze,1732,NULL,NULL
Baron Pfutschner,1732,NULL,NULL
"John Robartes, 4th Earl of Radnor",1732,NULL,NULL
Jacob Serenius,1732,NULL,NULL
James Lyon Strathmore,1732,17,1074
Johann Friedrich Weidler,1732,NULL,NULL
John Wynn Baker,1771,2,8
"Peter Biron, Duke of Courland",1771,NULL,NULL
Alexander Dalrymple,1771,NULL,NULL
William Duncan,1771,29,2995
Robert Erskine,1771,9,291
John Frere,1771,NULL,NULL
Richard Cope Hopton,1771,6,304
Samuel Howard,1771,8,277
John Glen King,1771,15,1282
John Philip de Limbourg,1771,28,3353
Francis Maseres,1771,NULL,NULL
Paul Henry Maty,1771,27,2705
John Paradise,1771,NULL,NULL
James Petty,1771,6,194
"Constantine Phipps, 2nd Baron Mulgrave",1771,NULL,NULL
Marcin Odlanicki Poczobutt,1771,NULL,NULL
Philip Stephens,1771,54,19298
Marmaduke Tunstall,1771,NULL,NULL
Thomas Tyrwhitt,1771,NULL,NULL
George Walker,1771,35,3725
Benjamin Way,1771,2,41
Edward Bancroft,1773,NULL,NULL
Thomas Butterworth Bayley,1773,7,190
John Bethune,1773,17,913
Richard Blyke,1773,NULL,NULL
Patrick Brydone,1773,NULL,NULL
Charles Burney,1773,5,64
Jeremiah Dixon,1773,NULL,NULL
Thomas Dummer,1773,NULL,NULL
Francis Duroure,1773,NULL,NULL
William Benson Earle,1773,28,2887
William Falconer,1773, ,0
"Heneage Finch, 4th Earl of Aylesford",1773,NULL,NULL
"Sir Thomas Frankland, 6th Baronet",1773,3,47
Alexander Garden,1773,10,487
William Henly,1773,NULL,NULL
"Alexander, Baron Hume-Campbell",1773, ,0
John Ives,1773,33,3577
John Coakley Lettsom,1773,20,1710
Ashton Lever,1773,NULL,NULL
John Lind,1773,24,1978
Peter Livius,1773,NULL,NULL
Jean-André Deluc,1773,NULL,NULL
Lucius Henry O'Brien,1773,NULL,NULL
"Francis Osborne, 5th Duke of Leeds",1773,4,80
Jacob Preston,1773,NULL,NULL
Jean-Baptiste Le Roy,1773,2,18
John Smith,1773,77,
Jacob de Stehelin,1773,3,74
Watkin Williams-Wynn,1773,NULL,NULL
"Other Hickman Windsor, 5th Earl of Plymouth",1773,NULL,NULL
John Yorke,1773,NULL,NULL
John Alstroemer,1778,NULL,NULL
Wade Toby Caulfeild,1778,NULL,NULL
Thomas Cave,1778,10,219
Henry Dawkins,1778,NULL,NULL
Matthew Dobson,1778,14,487
John Douglas,1778,51,12389
Joseph Else,1778,NULL,NULL
Henry Charles Englefield,1778,NULL,NULL
Anthony Fothergill,1778,1,2
Archibald Campbell Fraser,1778, ,0
"Thomas de Grey, 2nd Baron Walsingham",1778,7,226
Alexander Hay,1778,12,437
Benjamin Heath,1778,5,403
Robert Banks Hodgkinson,1778,14,505
William Augustus Howard,1778,NULL,NULL
Charles Peter Layard,1778,NULL,NULL
John Lockman,1778,NULL,NULL
Joseph Nash,1778, ,0
Henry Partridge,1778,2,8
William Preston,1778,6,70
Lancelot Shadwell,1778,NULL,NULL
Robert Boyle-Walsingham,1778,NULL,NULL
James Watson,1778,42,7161
Richard Worsley,1778,2,8
William Wright,1778,14,656
John Wyatt,1778,58,13030
Robert Bromfield,1779,NULL,NULL
George Buxton,1779,29,3924
Tiberius Cavallo,1779,NULL,NULL
Henry Dagge,1779,NULL,NULL
Josias Dupre,1779,NULL,NULL
John Duroure,1779,NULL,NULL
John Eardley-Wilmot,1779,NULL,NULL
Samuel Farr,1779,NULL,NULL
William Fullarton,1779,NULL,NULL
James Glenie,1779,1,2
John Grant,1779,31,4329
Edward Whitaker Gray,1779, ,0
Hugh Hamersley,1779,NULL,NULL
"John Henniker, 1st Baron Henniker",1779,3,155
John Jebb,1779, ,0
John Jennings,1779,47,6711
Andrew Kippis,1779,NULL,NULL
James Murray,1779,51,6889
"Ralph Payne, 1st Baron Lavington",1779,3,50
Joseph Poli,1779,2,7
"John Joshua Proby, 1st Earl of Carysfort",1779,1,2
Charles Rainsford,1779,NULL,NULL
Robert Richardson,1779,32,3614
John Robertson,1779,108,
William Seward,1779,5,59
Samuel Foart Simmons,1779,NULL,NULL
James Carmichael Smyth,1779,53,20294
"Benjamin Thompson, Count Rumford",1779,24,1610
John Topham,1779,12,770
Michael Tyson,1779, ,0
Thomas Vage,1779,NULL,NULL
Thomas Francis Wenman,1779,21,1699
John Whitehurst,1779,7,154
Gilbert Blane,1784,NULL,NULL
"John Campbell, 4th Earl of Breadalbane",1784,46,10788
"James Cecil, 1st Marquess of Salisbury",1784, ,0
"Charles Theodore, Elector Palatine of Bavaria",1784,NULL,NULL
"George Edgcumbe, 1st Earl of Mount Edgcumbe",1784,NULL,NULL
"Alexander Gordon, 4th Duke of Gordon",1784,16,789
Thomas Gresley,1784,NULL,NULL
Busick Harwood,1784,NULL,NULL
Henry Hugh Hoare,1784,NULL,NULL
"George Kinnaird, 7th Lord Kinnaird",1784,NULL,NULL
Thomas Potter,1784,22,1589
"Luigi Malaspina di Sannazzaro, Marquis Sannazzaro",1784,NULL,NULL
John Sheldon,1784,15,586
John Sinclair,1784,27,3518
Caleb Whitefoord,1784,NULL,NULL
Sir George Yonge,1784,6,99
John Ash,1787,19,956
William Bentinck,1787,NULL,NULL
William Blizard,1787,NULL,NULL
Thomas Gery Cullum,1787,NULL,NULL
"James Duff, 2nd Earl Fife",1787,12,433
"Ernest II, Duke of Saxe-Gotha-Altenburg",1787,NULL,NULL
"Thomas Erskine, 1st Baron Erskine",1787,NULL,NULL
William Fordyce,1787,12,473
George Trenchard Goodenough,1787,NULL,NULL
Everard Home,1787, ,0
Craven Ord,1787,NULL,NULL
"Thomas Parkyns, 1st Baron Rancliffe",1787,NULL,NULL
William Parsons,1787,26,2876
Arthur Leary Piggott,1787,4,45
William Morton Pitt,1787,29,3209
"Francis Rawdon Hastings, 1st Marquess of Hastings and 2nd Earl of Moira",1787,NULL,NULL
Richard Relhan,1787,NULL,NULL
Richard Anthony Salisbury,1787,21,1094
James Smithson,1787,2,13
Luis Pinto de Sousa Coutinho,1787,18,953
George Leonard Staunton,1787,12,370
Nicolas Vay de Vaja,1787,NULL,NULL
"Alexander Wedderburn, 1st Earl of Rosslyn",1787, ,0
"Henry Willoughby, 5th Baron Middleton",1787,NULL,NULL
"Richard Pepper Arden, 1st Baron Alvanley",1788,2,8
James Bowdoin,1788,NULL,NULL
"George Boyle, 4th Earl of Glasgow",1788, ,0
Thomas Bugge,1788,58,10370
Eugenius Bulgaris,1788,NULL,NULL
Lorenz Florenz Friedrich von Crell,1788,NULL,NULL
John Crisp,1788,6,175
Robert Waring Darwin,1788,6,188
John Finlay,1788,37,4315
Edward Gibbon,1788,NULL,NULL
George Hardinge,1788,NULL,NULL
Johann Hedwig,1788,NULL,NULL
Nicolas Joseph Jacquin,1788,NULL,NULL
Robert Augustus Johnson,1788,NULL,NULL
Antoine Laurent Lavoisier,1788,2,13
Antonio Mario Lorgna,1788,NULL,NULL
Theodore Augustine Mann,1788,NULL,NULL
William Pearce,1788,62,11986
Jean-Rodolphe Perronet,1788,NULL,NULL
Reginald Pole-Carew,1788,NULL,NULL
Philip Rashleigh,1788,NULL,NULL
Horace Benedict de Saussure,1788,NULL,NULL
John Sibthorpe,1788,NULL,NULL
Richard Brooke Supple,1788,5,188
Carl Peter Thunberg,1788,8,180
Martin Wall,1788,7,215
Charles Wilkins,1788,43,6697
James Adair,1789,31,3632
Abraham Bennet,1789,NULL,NULL
"Claude Louis, Count Berthollet",1789,8,241
Johann Elert Bode,1789,NULL,NULL
"Jean Dominique Cassini, Count of Thury",1789,2,53
Jonathan Davies,1789,36,3844
"Sampson Eardley, Baron Eardley",1789,NULL,NULL
"Richard Fitzwilliam, 7th Viscount Fitzwilliam of Meryon",1789,NULL,NULL
"Frederick Augustus, Duke of York and Albany",1789,NULL,NULL
Adrien Marie Le Gendre,1789,2,19
John Gillies,1789,29,1938
"Samuel Goodenough, Bishop of Carlisle",1789,2,29
"Henry Frederick William, Duke of Cumberland and Strathearn",1789,1,7
Ewald Friedrich Herzberg,1789,NULL,NULL
Christian Gottlob Heyne,1789,NULL,NULL
Edward Jenner,1789,13,538
Abraham Gotthelf Kastner,1789,NULL,NULL
Pierre Simon Laplace,1789,39,6315
Pierre François Andre Méchain,1789,7,230
John David Michaelis,1789,33,4711
Robert Morse,1789,51,7716
George Rogers,1789,32,2979
George Shaw,1789,96,36461
Johann Karl Wilcke,1789,12,1094
Robert Wood,1789,58,11274
Archibald Alison,1792,NULL,NULL
William Bosville,1792,NULL,NULL
Leonard Chappelow,1792,NULL,NULL
James Stanier Clarke,1792,3,21
James Currie,1792,10,339
Samuel Davis,1792,5,106
Richard Colt Hoare,1792,NULL,NULL
Thomas Hussey,1792,16,625
John Komarzewski,1792,NULL,NULL
"Charles Long, 1st Baron Farnborough",1792,27,3415
"George Macartney, 1st Earl Macartney",1792,NULL,NULL
Frederick Montagu,1792,NULL,NULL
David Pennant,1792,NULL,NULL
Richard Dickson Shackleford,1792,27,1867
James Six,1792,NULL,NULL
Samuel Solly,1792,1,19
Stephen Weston,1792,4,60
"Charles Abbot, 1st Baron Colchester",1793,1,4
John Farr Abbott,1793,12,472
Samuel Bosanquet,1793,NULL,NULL
Lord Frederick Campbell,1793,29,2737
John Day,1793,57,11384
Andrew Douglas,1793,16,855
George Gostling,1793,NULL,NULL
Richard Wilson Greatheed,1793,58,
John Ingilby,1793,NULL,NULL
Georg Christoph Lichtenberg,1793, ,0
Joseph Mendoza y Rios,1793,3,15
"Hervey Redmond Morres, 2nd Viscount Mountmorres",1793,NULL,NULL
Richard Richards,1793,42,5667
William Saunders,1793,21,1699
"John Scott, 1st Earl of Eldon",1793,58,13594
"William Scott, 1st Baron Stowell",1793,3,76
Francis Stephens,1793,12,527
Robert Stearne Tighe,1793,NULL,NULL
William Charles Wells,1793,9,227
William Hyde Wollaston,1793,15,596
Johann Friedrich Blumenbach,1793,NULL,NULL
John Blackburne,1794,NULL,NULL
Alexander Dirom,1794,NULL,NULL
James Earle,1794,3,13
Bryan Edwards,1794,14,658
"John Freeman-Mitford, 1st Baron Redesdale",1794,NULL,NULL
Robert Fulke Greville,1794,NULL,NULL
John Grieve,1794,2,16
John Hely-Hutchinson,1794,NULL,NULL
John Henslow,1794,NULL,NULL
Nathaniel Hulme,1794,NULL,NULL
"Robert Banks Jenkinson, 2nd Earl of Liverpool",1794,14,505
Thomas Keate,1794,NULL,NULL
"Francis Humberston Mackenzie, 1st Baron Seaforth",1794,NULL,NULL
Lewis Majendie,1794,NULL,NULL
Matthew Martin,1794,44,
"Frederick North, 5th Earl of Guilford",1794,8,154
Peter Peirson,1794,NULL,NULL
Thomas Plumer,1794,NULL,NULL
Patrick Ross,1794,21,1340
Johann Gottfried Schmeisser,1794,NULL,NULL
William Sotheby,1794,NULL,NULL
John Symmons,1794,NULL,NULL
John Walker,1794,83,29485
Johann Gottlieb Walter,1794,1,10
Thomas Watkins,1794,20,1450
William Wynne,1794,1,8
Thomas Young,1794,25,2544
William Blane,1795,NULL,NULL
"Sylvester Douglas, Baron Glenbervie",1795,NULL,NULL
Gregorio Fontana,1795,NULL,NULL
Alberto Fortis,1795,NULL,NULL
Hugh Gillan,1795,NULL,NULL
Archibald Harrison,1795,NULL,NULL
George Heath,1795, ,0
"George Howard, 6th Earl of Carlisle",1795,72,25700
Benjamin Hutchinson,1795,NULL,NULL
Martin Heinrich Klaproth,1795,1,5
Thomas James Mathias,1795,94,
Matthew Montagu,1795,NULL,NULL
Barnaba Oriani,1795,NULL,NULL
"John Parker, 1st Earl of Morley",1795,45,7278
Christopher Pegge,1795,NULL,NULL
William Petrie,1795,13,864
"Jacob Pleydell-Bouverie, 2nd Earl of Radnor",1795,NULL,NULL
David Rittenhouse,1795,5,125
Abraham Robertson,1795,NULL,NULL
Johann Christian Daniel von Schreber,1795,6,109
Matthew Smith,1795,34,5329
August Ferdinand Veltheim,1795,NULL,NULL
Samuel Young,1795,9,356
John Abernethy,1796,5,78
"George Annesley, 2nd Earl of Mountnorris",1796,NULL,NULL
John Dalrymple,1796,10,430
George Smith Gibbes,1796,142,
John Hellins,1796,NULL,NULL
George Holme-Sumner,1796,NULL,NULL
William Howley,1796,NULL,NULL
Archbishop of Canterbury,1796,NULL,NULL
William Langford,1796,11,548
William Larkins,1796,1,5
William Latham,1796,12,534
William Lax,1796,NULL,NULL
Thomas Osbert Mordaunt,1796,NULL,NULL
Christopher Robert Pemberton,1796,10,605
Edward Riou,1796,NULL,NULL
Samuel Rogers,1796,10,268
José Correia da Serra,1796,20,1649
Robert Smith,1796,85,31612
Glocester Wilson,1796,NULL,NULL
Adam Afzelius,1798,NULL,NULL
Alexander Duncan,1798,14,978
Finlay Fergusson,1798,NULL,NULL
Prince Demetrius Gallitzin,1798,NULL,NULL
Nicholas Gay,1798,39,9046
Thomas Greene,1798,75,45713
Henry Gregg,1798,1,3
Benjamin Hobhouse,1798,NULL,NULL
Samuel Jackson,1798,15,877
Stephen Lee,1798,19,1664
Martin van Marum,1798,NULL,NULL
William Mudge,1798,2,7
William Paterson,1798,28,3169
John Rennie the Elder,1798,16,720
John Ryan,1798,28,3266
Johann Hieronymus Schroter,1798,NULL,NULL
Archibald Blair,1799,NULL,NULL
David Carnegie,1799,7,150
James Clark,1799,62,14777
Reginald Cocks,1799,NULL,NULL
William Drummond,1799,12,677
Edward Hyde East,1799,12,537
Philip Hills,1799, ,0
Edward Charles Howard,1799,14,863
Abraham Mills,1799,NULL,NULL
Home Riggs Popham,1799,NULL,NULL
Apollon Moussin Puschkin,1799,NULL,NULL
Edward Roberts,1799,27,1713
Joseph Sabine,1799, ,0
"John Stuart, 1st Marquess of Bute",1799,32,3631
Arthur Annesley,1800,NULL,NULL
Codrington Edmund Carrington,1800,NULL,NULL
Henry Cecil,1800, ,0
Alexander Crichton,1800,NULL,NULL
Charles Dickinson,1800,9,481
Morton Eden,1800,NULL,NULL
John Cox Hippisley,1800,28,7965
Thomas Tyrwhitt Jones,1800,NULL,NULL
William George Maton,1800,27,2785
Caleb Hillier Parry,1800,NULL,NULL
Thomas Pelham,1800,9,224
Charles Morice Pole,1800,NULL,NULL
John Corse Scott,1800,NULL,NULL
